blogText,blogTime,blogForwardNum,blogCommentNum,blogLikeNum,comment_1_text,comment_1_likeNum,comment_2_text,comment_2_likeNum,comment_3_text,comment_3_likeNum,comment_4_text,comment_4_likeNum,comment_5_text,comment_5_likeNum,comment_6_text,comment_6_likeNum,comment_7_text,comment_7_likeNum,comment_8_text,comment_8_likeNum,comment_9_text,comment_9_likeNum,comment_10_text,comment_10_likeNum
美国生物医学高级研究与发展局前局长里克布莱特出席美国国会调查听证会作证揭露政府应对新冠肺炎不当行为他说如不改进应对措施今秋疫情可能再次暴发布莱特曾多次警告政府医疗防护物资可能严重短缺同时反对推广未经科学证实的药物治疗新冠肺炎但却因莫须有的理由被解职,2020-05-15 08:41,704,1402,14597,特朗普没有人比我更懂疫情,2184,那希望这个冬天能持久点吧反正你们也在愉快的打雪仗,1646,简单介绍一下川普一个被总统耽误了的幽默相声演员宇宙病毒学天王辩论鬼才及美坚利救星兼甩锅小达人,1059,自信点把或改成将,579,恭喜,298,特朗普这位糟糕的小可爱说的啥你有我懂病毒吗,233,为什么说再次爆发不是一直都没有缓解吗,161,自信点把或去掉,86,一个拿孩子性命做儿戏国度一个不在意百姓生死只在意资本的国家一个昏庸无能的年总统谁来负责到底你们美国人呗,104,不不不如果特朗普继续当懂王这还没到高潮,70
近日武汉市开展全员免费核酸检测筛查而早在今年美国一位新冠肺炎患者在接受采访时表示在接受新冠肺炎的检测和治疗后她收到了美元的账单在各国新冠肺炎检测和治疗都要花多少钱戳视频,2020-05-15 12:23,896,1006,7059,我们的优势很明显这是我们制度的优势,831,庆幸有一个这么好的祖国,617,此时再感叹一句我国太棒了,321,我国真棒我很庆幸我在中国,197,庆幸自己中国人再次表白祖国,159,资本主义社会主义的区别可能就在这里,85,中国元,44,恨国党和公知们知道后崩溃了,38,加油啊,34,所以不要抱怨国家真正为你好给你兜底的只有她,24
据每日邮报报道受新冠肺炎疫情影响许多航空公司裁员一名原本在维珍澳洲航空工作的空姐也因此失业她脱下高跟鞋改穿上了工人靴转行去矿场工作称新冠肺炎没有使矿业公司遭受严重的损失除了传统采矿工作外公司还聘了名空姐每天负责检测追踪所有工作人员的健康状况,2020-05-15 22:30,269,463,3811,他们矿工可挣钱了她应该不是穷的不行了才去的,610,刚转行中国不买澳洲矿石了,209,此矿工与彼矿工完全不同,181,曾经在天上如今在地底下为啥工作地点不在地面,58,妈呀大家是根本不了解澳洲矿工挣的有多多,68,说实话她当矿工赚的比空姐多多了在澳洲搬砖比做表格赚的多,64,加油,26,多大的事亿小数目土澳让爸爸赶紧印点就行了啊,11,光棍男矿工有福了,16,疫情拖垮经济令百姓苦不堪言,9
据韩媒报道韩国首尔拘留所一名狱警凌晨确诊新冠肺炎目前该监狱已经消毒名接触者被采取隔离措施包括名员工和名囚犯岁的韩国前总统朴槿惠也羁押在此但是否与确诊人员有过接触未知确诊狱警感染源疑似与练歌房有关有支持者称朴槿惠有被感染新冠病毒的风险呼吁对其暂停执行监禁海外网朴槿惠所在监狱出现疫情一狱警确诊接触,2020-05-15 11:18,853,2807,84312,朴槿惠的一生真是多灾多难一个女人真的很难很难希望她以后的人生能慢慢的好起来,5924,韩国总统有几个有好下场的,4257,众所周知韩国总统是个高危职业,3805,想到朴老师就想到韩国那个船,2627,这大姐气质还在但眼神已然空洞无神了希望她没事,941,想想她也是来中国参加过阅兵典礼座上宾的人,852,韩国总统好像最后结局都很,440,希望新冠把她带走不然怎么对的起世越号死的多个孩子,319,做个普通女人更幸福不过她一出生已经决定她无缘过上普通女人的生活了,254,朴槿惠已经很不容易了染上疫情的话那真是够够的了,182
有记者问据野兽日报华盛顿邮报等美国媒体报道美国疾控中心消息人士透露美国政府向疾控中心施压认为美国目前新冠肺炎死亡病例数字过高要求疾控中心修改统计方式使之能够报告更少的死亡病例中方对此有何评论外交部发言人赵立坚只回答了一句话,2020-05-15 20:59,382,297,720,明天来头条报到,79,野兽日报人如其名,69,,,,,,,,,,,,,,,,
当地时间美国总统特朗普在前往访问宾夕法尼亚州前接受媒体采访被问及新冠肺炎死亡人数统计相关问题时死亡就是死亡我们并不希望我们国家的民众死随后特朗普再次吹嘘自己的抗疫成效称我告诉你们我们做的棒极了针对特朗普的言论有网友直接批评道那为什么有这么多人死亡你在撒谎根据美国约翰斯霍普金斯大学统计数据截至美东时间点分数据美国新冠肺炎确诊病例已经达到例死亡病例达到例,2020-05-15 14:06,350,324,1373,美国最棒美国永远第一加油特司令,224,反正要是特朗普统计肯定是,130,嗯嗯对你不利的都是假新闻小可爱你不愧是天选之子谜一样的自信,93,一问三不知特朗普,35,我要拜特朗普为师学学怎么样吹牛,25,还棒极了脸从那么来的,16,我只知道你是第一憨批,10,棒极了死亡多,13,政客的嘴满嘴跑火车数字冰冷而真实后面是一个个鲜活的生命一个个痛不欲的家庭受伤的是普通老百姓川普大放厥词哄骗老百姓难道专业数字不信信你的嘴,12,这种水平说实话还没我们管委会主任厉害,4
截至北京时间时个国家和地区累计确诊例钻石公主号邮轮例全球新冠肺炎累计死亡例其中转发关注,2020-05-15 19:42,538,547,2402,不点开看以为世界就美国一家,320,美国真的放不下了下次单独给它一张图吧,210,数字的背后是一个个普通家庭的支离破碎美政府的无能不应该由无辜的老百姓来买单都这个时候了我们不应该幸灾乐祸因为整个人类都是休戚与共的人类命运共同体,101,我只看到美利坚,73,什么是一枝独秀这就叫一枝独秀,48,美国贡献四分之一,44,我的天呐老美吓死个人了,36,米国还真的厉害哇啥都要拿第一病毒送你们了,30,俄罗斯你不是这个也想同美国竞争吧,18,美国有点吓人,9
当地时间美国食品药品管理局发布一份手册宣布在新冠肺炎疫情期间用于存放新冠肺炎死者遗体的冷藏卡车经过彻底清理和消毒后可以重新用于食品运输手册写道哪怕内部表面有血液或体液只要能消毒也没问题网页链接,2020-05-15 19:47,162,990,8589,尸房菜,566,武汉的垃圾车觉得有点不公平,934,前有垃圾车运食品现有存尸车运食品,462,没有对比就没有伤害哇我瞬间觉得垃圾车也没有那么面目可憎了,310,武汉垃圾车消毒后运菜被喷死美国运尸车运食品居然热评还有认可的迷幻双标,219,对不起我觉得有点可能有人说这车如果抛弃造成资源浪费但是还是有一点奇怪的感觉,67,还不如武汉的垃圾车运菜呢,57,被公知的逻辑笑到逢中必反逢美必夸赶紧披麻戴孝滚回你们精神家园吧,38,垃圾车送食物不可接受运尸车更不可接受,32,觉得垃圾车运菜也没什么的你去吃呗不收你钱都给你吃好不好呀,25
据吉林省新冠肺炎疫情防控工作领导小组办公室吉林省公布吉林市船营区新增例本地新冠肺炎确诊病例按照国家新冠肺炎疫情分区分级标准将吉林市船营区风险等级由低风险调整为中风险关于调整吉林省新冠肺炎疫情防控分区分级情况,2020-05-15 09:14,344,375,1502,武汉给东北同胞加油哇冲鸭,116,吉林加油一定会胜利,74,吉林加油一定能赢,43,吉林加油一定会好起来的,31,加油,19,吉林当地的领导要主动作为一定要严防死守加大核酸检测力度和密切接触者的摸排及有效遏制本土疫情的发展,17,我大美吉林啊别喝了下桌吧青岛不倒你不倒雪花不飘你不飘可别啊长春人民也慌希望疫情早点过去吉林省加油,14,吉林稳住啊早日战胜疫情,8,风险高了吉林加油呀,8,吉林挺住我们都为你加油,8
当地时间美国总统特朗普访问宾夕法尼亚州的一处医疗物资中心演讲中特朗普说我们有世界上最多的新冠肺炎病例这是为什么呢当你检测你就发现病例当你检测你会发现人们有问题如果我们不做任何检测病例就会变得非常少,2020-05-15 08:38,571,494,2093,我发现你和莎士比亚有一半像哪里像莎比,667,病毒我要像风一样自由特朗普我要像疯子一样自由,339,哈哈哈哈笑死了你不检测病例岂止变少啊还会变没,185,天天出来是搞笑的嘛,56,油写任就是四皮布咬练,37,对安倍最了解这句话,48,今天也是被特没谱逗笑的一天,32,今天也是被特没谱逗笑的一天,22,要是在中国新浪服务器都要爆炸公知们又要高潮,28,特朗普说的是没啥毛病啊何止是不做任何检测要是等人都死光了就更没病例了但是这样杀敌一百自损一千的不合适啊,14
健康超话是我国第个防治碘缺乏病日今年的宣传主题是众志成城战疫情科学补碘保健康旨在引导社会在防控新冠肺炎疫情的同时持续做好防治碘缺乏病的科学补碘工作,2020-05-15 08:53,49,50,575,常吃海鲜类的再吃碘盐都容易碘过剩很多人因此甲状腺出现问题我家还得专门买无碘盐,5,,1,嗯嗯,0,众志成城战疫情科学补碘保健康,0,北京通州西集健康教育转发微博,0,,0,来看看,0,转发微博,0,转发微博,0,年只加不减,0
针对新冠肺炎疫情防控工作面临的严峻形势按照吉林市疫情防控工作领导小组关于吉林市城区进一步强化疫情管控措施的公告要求吉林市城区比照高风险地区进一步强化疫情期间交通管控措施现将有关事项公告如下一在吉林市城区或周边单位上班需要经过公安检查站进出城区的通勤人员须持本单位开具的工作证明方可登记出城二吉林市城区客运班线旅游包车一律禁止出城货运车辆可以正常出城三吉林市城区其他前往外地人员须持小时内自费核酸检测阴性报告和所在单位社区开具的自我隔离证明方可登记出城四公安机关将对出城车辆和人员逐车逐人登记车牌号身份证号目的地出城事由请广大市民积极配合五对拒不服从公安机关管理的公安机关将依据相关法律规定依法处理关于进一步强化吉林市城区疫情期间交通管控措,2020-05-15 16:44,252,314,1795,在网上看到吉林舒兰封城的景象看到高三初三又恢复了网课仿佛时间倒回到今年二月份的时候有点想哭愿疫情早日结束,130,团结一致努力奋斗加油东北兄弟,75,说实话这项政策来的有些晚了如果只是划定一部分区域的话那人们换个区不就可以了嘛之前又有多少人已经外流了呢没人说的清楚吉林乌拉坚持住,46,不能放松警惕,29,听从指挥不要聚集不要乱走动了,28,中国在防止疫情上给全世界做了榜样,19,疫情不停止口罩进行时吉林加油,12,服从指挥,10,希望疫情赶紧结束,6,疫情还在不能放松,6
在抗击新冠肺炎疫情的过程中全国人民众志成城共克时艰传颂出许多感人肺腑的故事涌现出一大批甘于奉献勇担使命的模范楷模张伯礼院士就是其中的杰出代表为了弘扬他们身上闪耀的伟大抗疫精神和爱国情怀凝聚担当强国使命的强大正能量天津市教育两委组织讲抗疫故事展制度自信担强国使命抗疫思政课巡讲活动邀请了张伯礼等位来自抗疫一线的医务人员深入各级各类学校开展专题巡讲这是张伯礼院士抗疫思政课完整视频里面谈到了方方梁艳萍许可馨等内容很精彩快开看吧,2020-05-15 17:36,1583,185,3351,意识形态要闻建议中央电视台应该在黄金时间播放张院士这次思政课教育部应该要求全国大中小学生听这堂最好的思政课这么精彩难得的思政课主流媒体报道却不多从中央到地方的党媒也没有几家报道为什么发人深思,262,支持张伯礼院士,255,傻大姐要灭了你的火小编瑟瑟发抖,127,央视频道应该要放出来让大部分人也看一看所谓的知识分子,63,致敬,55,支持张伯礼院士最有发言权的是奋斗在抗疫一线的人而不是一个躲在别墅里写造谣日记的汪汪,57,理工医学的教授风骨真是比某些搞文科的好,54,守护最好的火炬,38,支持张伯礼院士,36,以后谁在和我说中国言论不自由我就让他去看方方微博,28
病毒是魔鬼政治病毒更是魔鬼新冠肺炎疫情在全球蔓延触目惊心的数字背后是一条条鲜活的生命在全世界共同协力战疫的关键时刻谎话无法弥补失去的时间谣言无法挽回逝去的生命甩锅与诽谤只能消解团结的力量用科学战胜愚昧以理性消除偏见清除阴谋论的政治病毒这是全球抗疫的希望所在也是世界各国的共同责任人民日报清除阴谋论的政治病毒,2020-05-15 13:21,514,335,1868,冤有头债有主病毒在找特朗普山归山川归川川普难过病毒关路归路桥归桥川普逼近奈何桥尘归尘土归土川普坟草两米五海归海河归河新冠源头在美国龙生龙凤生凤老川儿子会打洞不作为净甩锅川普整天就是作看美股跌美股川普是个纸老虎说病毒中国造川普老儿瞎胡闹,145,抗疫你不行甩锅第一名,36,用科学战胜愚昧以理性消除偏见反对病毒阴谋论,24,美国这是造谣甩锅停不来了,17,拒绝阴谋论,15,特朗普卧槽尼玛,13,真又蠢又坏,6,拒绝阴谋论拒绝甩锅,6,害人不成终害已,6,疫情当前理性团结一心一致对外对抗疫情打败疫情,5
韩国首尔拘留所一名狱警凌晨确诊新冠肺炎目前该监狱已消毒名接触者被采取隔离措施包括名员工和名囚犯其中名密切接触者已接受新冠病毒检测其他人也将接受检测岁的韩国前总统朴槿惠也羁押在此但是否与确诊人员有过接触未知有支持者称朴槿惠有被感染新冠病毒的风险呼吁对其暂停执行监禁网页链接,2020-05-15 10:38,514,5247,123440,朴槿惠的一生真是多灾多难一个女人真的很难很难希望她以后的人生能慢慢的好起来,3633,朴槿惠坐牢了卧槽,4223,哇大家都忘记世越号了嘛朴槿惠值得么,1979,朴大妈出来了没,282,朴大妈上辈子干了不少缺德事希望她下辈子多灾多难吧,276,说她一生惨的我希望她更惨一点那么多正直青春的生命去世凭这事她可以死好几次没有心,229,这热搜是在逗我嘛还第一,153,说她可怜的难道都忘了世越号吗,161,受点挫折就顶不住遇到失败就要死要活你看朴大妈能力那么强失去那么多不也好好活着现在的年轻人啊能不能坚强一点,130,因为这个热搜去看了世越号所以同情朴槿惠的人是怎么想的,73
时湖北省新冠肺炎疫情防控工作指挥部召开第场新闻发布会介绍湖北省优化营商环境激发市场活力相关政策措施并回答记者提问正在直播,2020-05-15 16:00,323,384,1104,俺大湖北加油,15,高校开学该通知了吧,17,湖北教育厅不配拥有排面吗场发布会了一场都没上过,9,蹲一个高校开学,9,到底开不开学啊说个准话喔让大学生就干混半年想去做的事情又不知道什么时候会开学一切安排全熄火,8,别大意现在还不能松懈别那么快说不用戴口罩我们这边大街上很多人都不戴口罩还随地吐痰拜托各位戴好口罩别因为一个人毁一座城,4,湖北加油,3,湖北多下点雨天气热,1,武汉人民受苦了好替六万多康复的宝宝们担心不知道他们现在好吗是不是应该关心一下康复的那些人们生活有没有受到影响呀,1,湖北加油,2
暨南大学附属第一医院医生王昊率队支援武汉市汉口医院援鄂期间加入插管敢死队他说当时武汉的疫情还不明朗但重症病人很多一人要管个病人在所要做的事情就是抢救干活的时候时间过得很快,2020-05-15 08:25,42,20,265,他们真的是拿命去拼的太伟大了致敬英雄,14,这是真的英雄,5,这是真的英雄,5,辛苦了,2,辛苦了一天只能吃一顿饭,0,感谢,0,感谢,1,看非典十年忌的时候看那些医生冒着未知的会被感染的风险去插管抢救病人的时候我哭死了插管真的真的很容易感染医生,2,致敬,1,很伤胃,0
据外媒报道澳大利亚昆士兰州的水族馆因新冠肺炎疫情被迫暂时停止营业馆长称没有了游客水族馆里一些鱼开始感到孤单水族馆为帮助孤单的鱼类度过阴郁期不得不雇佣潜水员陪它们玩,2020-05-15 22:53,365,672,6732,没人来看我好不容易来个人类我要好好稀罕稀罕他,614,评论里有些话说的真是没味儿人类还来自森林呢人类原本是在森林里光着屁股打猎的自由自在你现在住在城市里你觉得可悲呗现在把你放到原始森林里你就是个死路同样的把这些驯服的鱼放生了也会死啊你们的小脑袋瓜在想些什么啊,484,这些鱼原来就属于大海看见人类应该躲的远远的现在被驯化成这样不可悲么,340,说句扫兴的话没有鱼会喜欢人陪大海才是它们的家,268,子非鱼安之鱼之不孤单,242,人类太矫情放了就不孤单了敢么,96,子非鱼安之鱼之孤单,59,像小狗一样也太可爱了吧,32,豹鲨喜欢像小狗一样被抱着也太可爱了吧,36,这有啥好杠的管理人员发现它们都不怎么进食了才请的人又不是吃饱了撑着的我真怀疑有没有把视频看完,23
今天吉林省公布吉林市船营区新增例本地新冠肺炎确诊病例按照国家新冠肺炎疫情分区分级标准将吉林市船营区风险等级由低风险调整为中风险,2020-05-15 09:18,192,272,1214,大家麻烦顶我上去我坐标吉林吉林农村老头儿老太太有的不信邪觉得没在市里就没事儿不戴现在我们吉林都封城了希望加强农村排查,160,吉林加油疫情快点结束吧,39,吉林市挺住啊全国人民都是你们坚强的后盾出行做好防护一切都会好起来的,22,吉林加油一切都会好起来的望疫情早日结束,18,吉林加油呀一切都会好起来的望疫情早日结束,9,稳住啊早日战胜疫情,7,新增吉林本土还是与舒兰第一例的相关病例有关系舒兰第一例感染源头是哪里啊还没有公布啊弄清楚舒兰第一例感染源头是重中之重啊,6,心疼我大吉林,5,正视疫情吧谁也不是故意得的也不是故意传染给别人的我们能做的只有别恐慌别传谣注意安全少出门相信我们的国家没有过不去的坎吉林人民终会安全祝我和吉林高三学子高考加油吉林平安,7,吉林加油嗷我们一直都在不要慌乱稳住心态相信很快就能挺过去的,6
由于受到新冠肺炎疫情的影响人们居家隔离印度北方邦瓦拉纳西一名理发师没有了顾客但是一只猴子访问了他的理发店于是他动起了给猴子理发的念头,2020-05-16 11:33,964,2086,54694,猴子谢谢感觉不太需要,9644,猴子敢怒不敢言,5682,脖子上那么大个锁背后那么粗一根绳子,5396,它其实不懂剃毛啥的吧但是又不敢动一柄刀刃在自己的头上比划感觉有点可怜不知道是不是耍猴的小时候有看过耍猴的拿鞭子打猴子对动物表演挺抗拒的仅代表个人看法如果觉得我不对那你对,2477,子我谢谢你,575,给猴子刮脸啊老师傅了,219,猴哥好像挺享受,212,这属于强迫消费,210,不知道为这只开心还是难过,166,猴我一个猴承受了太多,77
据多家美媒报道美国佛罗里达州早在今年就出现了新冠肺炎疑似病例比官方宣布的首例确诊时间早两个月州政府数据显示和有多达人疑似感染新冠病毒最早疑似病例出现在佛罗里达州政府官网删除了这个疑似病例信息且没有解释原因,2020-05-16 20:59,782,785,6444,美国一定是源头,704,美国病毒实锤,474,所以武汉做错了什么湖北人民做错了什么弄的前期受了那么委屈还被国人歧视,256,干啥啥不行甩锅第一名,210,再找一找可能会更早,130,所以并不是我们先爆发了而是我们先重视了美国倒打一耙,88,美国才是源头实锤一个个出来了,87,昨天还看到新闻说日本去年年中就有新冠病毒了我们一个半月把病毒憋没了美国一个半月翻十几倍不谈源头是哪里就这种对待疾病的态度就别想着甩锅了,90,再查查你会发现月份就有了,41,美国什么都是第一服了,37
舒兰市政府市长金华介绍按照应检尽检愿检尽检能检尽检要求舒兰市重点围绕所有密接人员次密接人员和确诊病例所在的住宅小区重点场所以及高风险人群开展了核酸检测样本采集截至累计进行核酸采样人次,2020-05-16 18:29,737,1036,6185,天没有本地病例的城市变成如今这样一定是某个环节出现问题这段时间就别参加聚会了听吉林当地的广播还有人打电话问可不可以办婚宴疫情都这样了心咋这么大啊,592,我大吉林加油,219,加油吉林学生太想开学了,184,东百人加油,95,为啥突然这么严重了境外传入的,69,期待舒兰传来好消息一线人员你们辛苦了,64,前几楼那几个地域黑没有真羡慕它们户口本上只有他们自己真羡慕它们不用脑子就能说话,51,希望大家在排队等待检测的过程中做好防护自觉保持距离听从指挥有一定的耐心尊重前来支援的医务人员加油,21,加油,27,严查严防舒兰决不能输,17
当地时间泰国公共卫生部签发公文正式将中国韩国从危险性传染病地区的名单中剔除该公文将从起生效公文中表示鉴于中国和韩国有效遏制了新冠肺炎传播为了适应目前的疫情防控措施在泰国专家团队的指导意见之下泰国公共卫生部认为有必要将中国和韩国从危险性传染病地区的名单中剔除,2020-05-16 09:16,927,5017,160809,这是又来表达善意骗我们去旅游啊反正我是不去哦,14329,咋滴馋人民币了,0,这边建议泰国先处理引起中泰网民三天骂战的十八线小明星,10052,不听不听泰国来请也不想去,6726,泰国也不是啥好东西我们没忘,5285,泰国歧视中国上了好几次国外热搜第一请大家理性思考,3913,这样大家不会就去旅游了吧还是悠着点吧,3560,也不会出国的特别是泰国,2505,缺钱了呗,2195,在推特上辱骂中国游客都是病还说他们国家的旅游业都是素质高的欧美国家的人带起来的一个小明星就能看出到底这些人对我们有多大恶意,2018
据世卫组织实时统计数据截至北京时间时分全球确诊新冠肺炎例死亡例,2020-05-16 18:20,1860,1462,20376,美国什么都是第一服了,3026,防新冠防美国,1184,三分之一是美国人,818,走好,438,希望疫情早点结束希望大家都平平安安,348,川建国我的努力与艰辛没有白费,250,有几天没注意数字了已经万了,89,万人都是生命评论里就别撕什么美国了,108,真的快要被特没谱气笑了,74,疫情早日结束吧,52
时个省和新疆生产建设兵团报告新增确诊病例例其中境外输入病例例本土病例例无新增死亡病例新增疑似病例例均为境外输入病例当日新增治愈出院病例例解除医学观察的密切接触者人重症病例无变化境外输入现有确诊病例例现有疑似病例例累计确诊病例例累计治愈出院病例例无死亡病例截至时据个省和新疆生产建设兵团报告现有确诊病例例累计治愈出院病例例累计死亡病例例累计报告确诊病例例现有疑似病例例累计追踪到密切接触者人尚在医学观察的密切接触者人个省和新疆生产建设兵团报告新增无症状感染者例当日转为确诊病例例当日解除医学观察例尚在医学观察无症状感染者例累计收到港澳台地区通报确诊病例例其中香港特别行政区例澳门特别行政区例台湾地区例,2020-05-16 09:37,465,602,3889,天天都有境外输入防疫人员真的辛苦了谢谢你们谢谢守住我们家园的所有防疫人员,497,这确实是持久战,193,愿一切阴霾早日过去,162,对抗病毒是我们全人类的事情每个人都不能独善其身,114,现在还不能松懈普及一下戴口罩吧还有随地吐痰那些别因为你一个人毁一座城,96,吉林加油,72,这确实是持久战,36,革命尚未成功千万不能松懈啊,23,结束得问美国他们不防控咱永远也消停不了,18,疫情快快结束吧,16
据报道加拿大当地时间蒙特利尔皇家山养老院名老人和名员工集体感染新冠肺炎其中名老人因新冠肺炎离世对此魁北克公共卫生总监霍拉西奥称由于工作人员不够老人的住所得不到应有的清洁目前相关人员称此次集体感染事件的原因仍在调查中,2020-05-16 20:32,127,176,2256,可怕可怕加拿大两家养老院一家的护工几乎逃光了一些老人被活活饿死一家的护工没逃跑全数感染,464,他们的人权组织呢老人连生命权都没了啊,251,这是为了减轻老龄化中国家有一老如有一宝国外,160,他们的人权组织呢老人连生命权都没了啊,177,像老人院这种地方都是些生活不能自理的护工和病人无法避免密切接触一个感染基本都感染,46,疫情当前才觉得作为中国人多好,48,这是为了减轻老龄化中国家有一老如有一宝国外,22,可怕可怕加拿大两家养老院一家的护工几乎逃光了一些老人被活活饿死一家的护工没逃跑全数感染,16,这是为了减轻老龄化中国家有一老如有一宝国外,15,现状绝了评论配图,23
目前在巴西里约热内卢州尼泰罗伊市的排水系统中检测出大量新冠肺炎病毒对此你最关注的是什么每日经济新闻的微博投票,2020-05-16 12:14,59,66,13549,烧成开水还会有问题吗,1,其实都挺关心但三个问题我也都知道答案,0,其实我还担心海水是不是也有,9,直接说会死多少人吧,0,我参与了每日经济新闻发起的投票你最关注的是什么我投给了为什么排水系统中会有病毒这个选项你也快来表态吧,0,洗澡怎么办,0,想知道国内的真实情况,14,关我屁事,2,地下水不是相通的嘛,1,尸体腐烂带进去的吗,1
据海南省卫健委通报时海南省报告新型冠状病毒肺炎新增确诊病例例境外输入无症状感染者转确诊病例新增重症病例例新增死亡病例例新增出院病例例新增确诊病例三亚市例截至时海南省累计报告新型冠状病毒肺炎确诊病例例重症病例例死亡病例例出院病例例确诊病例中海口例三亚例儋州例文昌例琼海例万宁例东方例澄迈例临高例昌江例陵水例定安例保亭例乐东例琼中例截至时追踪到密切接触者人已解除医学观察人尚有人正在接受集中医学观察截至时海南省报告新型冠状病毒无症状感染者例当日新增转为确诊例当日新增无症状感染者例累计解除隔离例尚在医学观察例例湖北输入例本地例无症状感染者中海口例三亚例东方例陵水例万宁例琼海例乐东例定安例例为境内例为境外输入输入国为英国例荷兰例西班牙例,2020-05-16 09:05,284,1720,10403,境外输入刚果飞三亚落地就检测隔离了的,2135,境外输入成常态了,646,是境外输入确诊不是本土,274,海南,195,看清楚了是境外输入无症状转确诊一下飞机就被隔离了根本接触不到普通人一个个的别在这高潮了该干嘛干嘛去,239,现在还不能松懈普及一下戴口罩吧还有随地吐痰那些别因为你一个人毁一座城,186,我的天哪海南清零多长时间了可恶的美国病毒,112,月日海南例境外输入无症状感染者转为确诊病例有关情况通报如下骆某某女甘肃省武威市凉州区人年月日从刚果乘坐经批准入境的座位号航班抵达三亚凤凰国际机场入境时三亚市对所有航班人员现场采集鼻咽拭子送检之后转运至三亚市集中观察场所进行隔离医学观察,66,海南好多人现在都不带口罩了,55,就不能自愿开学么想去的去不想去的不去非要全部强制开学,46
时海南省报告新型冠状病毒肺炎新增确诊病例例新增重症病例例新增死亡病例例新增出院病例例新增确诊病例三亚市例截至时海南省报告新型冠状病毒无症状感染者例当日新增转为确诊例当日新增无症状感染者例累计解除隔离例尚在医学观察例例湖北输入例本地,2020-05-16 09:25,392,1286,5420,境外输入刚果飞三亚落地就检测隔离了的,1006,海南群聊逐渐壮大了境外防控不松懈啊,292,希望疫情早日结束愿山河永固国泰民安,177,海南强制要求所有大学二十号之前开学开学聚集在号之间并且某些大学根本不要求隔离也不要求核酸检测开学直接线下上课海南的很多大学都是澡堂学校对此并没有完善措施近期已经回去的一部分大学生已经有人出现不适症状被隔离在学校请问海南真的做好了开学措施吗如果没有请自愿开学,153,海南也出现啦所以各个省市都要继续坚持认真防疫不能松懈呀,93,自愿开学不好么非要全部强制开学,103,希望疫情早早结束,63,说实话咱不开学了行吗好好考虑一下等疫情真的过去了再开学我们现在在家真的很安全您一开学各个省份的学生都回海南面对海南高温天气我们要戴口罩要隔离在寝室要上网课一间宿舍六个人四改六您真觉得安全万一有无症状感染那就是大规模感染,80,嚴防嚴控争取早日清零,40,严控境外输入啊,31
近日受新冠肺炎疫情的影响印度民众只能老老实实居家隔离北方邦瓦拉纳西一名理发师没有了顾客但是一只猴子访问了他的理发店于是他动起了给猴子理发的念头,2020-05-16 12:35,215,198,1320,猴子回去后成为全村最靓的猴,170,哈哈哈哈给猴子刮脸啊老师傅了,154,猴子好好伺候不然没有你好果子吃,75,修不好小心我偷你桃,45,猴子还挺配合享受的,32,然后第二天带来一堆,26,闲着也是闲着给咱猴哥刮个脸,15,印度猴子地位很高的城市里长年乱窜拿人吃的也没人敢驱赶估计这猴子就住附近经常看理发师给人修面大概知道咋回事所以不怕,11,理发师感动吗猴子不敢动不敢动,9,阴天下雨闲的膀子难受,6
世界卫生组织在周四发布了关于性别与新冠肺炎的政策简报提倡鼓励各国将性别平等纳入抗疫措施总干事谭德塞周五强调了包括应对家庭暴力支持女性卫生工作者反对性别歧视等六项关键任务并指出落实性别平等才能使抗疫不落一人,2020-05-16 08:07,62,252,1979,护理人员这块还是女性居多再性别歧视的话等死就行了,309,也请男性不要再有物化女性的思维了女性是人不是一个弱弱的东西,103,现在是女强男弱了吧,70,等于世卫呼吁各国美国抗疫重视性别平等,18,微博的话不用担心女权多的是,12,还有脸出来不辞职,12,看评论们来了,10,资本主义的自私自利与新冠一样肆虐横行,4,力挺老谭,7,反正我是觉得护士应该由女性醉合适不过,7
截至北京时间时个国家和地区累计确诊例钻石公主号邮轮例全球新冠肺炎累计死亡例其中转发关注,2020-05-16 16:53,504,462,2204,美国历代总统,262,特没谱离我的目标还差一截我真的是个天才大统领,112,营销号们疯了啊,83,美国单独做一张图吧,65,图片放不下美国了可以给美国单做一张,47,希望疫情早日控制住,27,美利坚冲冲冲,13,评论区的都疯了吗复制有意思吗想要赞直接说好吗,11,求求大家救救我们一家您的每一个点赞和转发都可能改变我们一家的命运谢谢各位好心人,11,美国让我们望尘莫及,8
